seasonality_gamma,seasonality_max_R_day
0.24830405414104462,-4.556914329528809
0.2628353536128998,10.499226570129395
0.2680753767490387,14.310099601745605
0.2301430106163025,15.6820707321167
0.26520904898643494,4.204536437988281
0.28279000520706177,8.050403594970703
0.22306621074676514,16.15928077697754
0.2300802767276764,8.846461296081543
0.33852848410606384,17.709020614624023
0.21912549436092377,9.812460899353027
0.24913710355758667,-1.090080738067627
0.20594491064548492,-3.628624677658081
0.23072613775730133,-6.69447660446167
0.2584153413772583,2.4869611263275146
0.2592512369155884,2.8119421005249023
0.30281320214271545,15.540719032287598
0.2733100652694702,12.685858726501465
0.24925567209720612,9.425392150878906
0.24971388280391693,10.047157287597656
0.2526489496231079,8.923811912536621
0.24590633809566498,14.030693054199219
0.24910777807235718,15.026708602905273
0.3131554126739502,1.5488425493240356
0.31293514370918274,20.554821014404297
0.2731274962425232,8.204493522644043
0.24822025001049042,-0.94595867395401
0.27558478713035583,19.24494743347168
0.30700600147247314,-10.522955894470215
0.2987079322338104,-11.379921913146973
0.30948150157928467,24.830705642700195
0.32634392380714417,-3.2815163135528564
0.25955134630203247,-11.983824729919434
0.3262495994567871,14.988739013671875
0.23563535511493683,8.621979713439941
0.2191425859928131,6.1971116065979
0.3601747453212738,8.76786994934082
0.34411153197288513,12.095043182373047
0.28937700390815735,5.2405805587768555
0.29478180408477783,2.334636688232422
0.23458191752433777,8.620244979858398
0.21840307116508484,9.686251640319824
0.2597845196723938,14.537583351135254
0.3075793981552124,-10.561117172241211
0.24669671058654785,10.037009239196777
0.2480642944574356,9.840250968933105
0.22705437242984772,16.102903366088867
0.3721213638782501,-7.985442638397217
0.35684454441070557,-12.225831985473633
0.28258073329925537,-5.73264741897583
0.2683054804801941,-0.23592747747898102
0.1904895007610321,0.5782713890075684
0.20548716187477112,2.362837553024292
0.29029160737991333,-0.8941525220870972
0.23827597498893738,-8.269749641418457
0.3246929943561554,21.039674758911133
0.27926695346832275,16.82551383972168
0.3096579611301422,22.29610824584961
0.26043978333473206,15.827906608581543
0.26511040329933167,18.74156951904297
0.24212099611759186,13.639230728149414
0.2518119215965271,11.19018840789795
0.2594010829925537,-8.18131160736084
0.2919832170009613,-7.1694655418396
0.250706285238266,2.4737980365753174
0.3098888695240021,16.774696350097656
0.2184755504131317,13.49804401397705
0.24068807065486908,13.583449363708496
0.27898383140563965,11.808083534240723
0.30600985884666443,7.712833404541016
0.28020942211151123,12.224745750427246
0.2992827892303467,6.106021881103516
0.29060518741607666,13.68613052368164
0.22363437712192535,21.119970321655273
0.17807471752166748,14.037633895874023
0.24035896360874176,2.3886356353759766
0.24289177358150482,-8.490707397460938
0.26257362961769104,12.688690185546875
0.27710479497909546,11.706292152404785
0.2289297729730606,24.665634155273438
0.24161659181118011,18.55756378173828
0.250506728887558,23.930837631225586
0.21518783271312714,18.23969841003418
0.2272966206073761,15.619217872619629
0.3241269588470459,6.652120113372803
0.3223572373390198,9.277377128601074
0.24494384229183197,20.205381393432617
0.21921959519386292,-2.5761959552764893
0.19336602091789246,0.5312095284461975
0.2840367555618286,25.902063369750977
0.31650304794311523,20.594715118408203
0.26557618379592896,12.683725357055664
0.2670705020427704,9.853534698486328
0.23518745601177216,8.565972328186035
0.2700335383415222,7.34611701965332
0.31500229239463806,9.68710708618164
0.27223658561706543,12.904230117797852
0.23915071785449982,14.409622192382812
0.21639834344387054,5.367719650268555
0.21098199486732483,4.189913272857666
0.29840418696403503,10.832426071166992
0.2522071599960327,16.04779815673828
0.261166512966156,16.294218063354492
0.2287300080060959,19.33746337890625
0.2670125365257263,27.65935707092285
0.23611530661582947,17.153167724609375
0.23944957554340363,12.199329376220703
0.21974723041057587,8.338571548461914
0.2770928144454956,9.92783260345459
0.25660574436187744,21.376678466796875
0.23019284009933472,17.190629959106445
0.22364026308059692,17.23282814025879
0.21513652801513672,0.673731803894043
0.21429304778575897,-0.0005396283813752234
0.24569162726402283,13.02758502960205
0.2962319552898407,-4.915157794952393
0.3180195689201355,14.21933364868164
0.24897606670856476,5.830746173858643
0.2993840277194977,5.146965026855469
0.2530655860900879,-4.185758113861084
0.236233651638031,-15.307291984558105
0.23428498208522797,4.1960649490356445
0.24585628509521484,33.54934310913086
0.26515093445777893,14.256647109985352
0.30025649070739746,6.426974773406982
0.2874201834201813,3.9795472621917725
0.314893901348114,5.5826416015625
0.30118444561958313,4.333768844604492
0.2879452109336853,19.08358383178711
0.2988196909427643,15.893895149230957
0.20850874483585358,4.31970739364624
0.2518525719642639,3.435980796813965
0.2594989240169525,15.800558090209961
